title,startTime,endTime,platform,name_organizer,url_organizer,descriptionSnippet,url,venue,price
Austin Online Mixer - Make New Friends (33-42 group),2026-04-18T19:00:00-05:00,2026-04-18T21:00:00-05:00,eventbrite,Austin Speed Dating and Singles Events,https://www.eventbrite.com/o/austin-speed-dating-and-singles-events-110488818411,Join for a social singles mixer and make new friends!,https://www.eventbrite.com/e/austin-online-mixer-make-new-friends-33-42-group-tickets-1977432763627,"{'name': 'Austin Online Event', 'address': 'Online Event, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'max': 59.72, 'currency': 'USD', 'raw': 'USD 0 - 59.72'}"
Austin Online Mixer - Make New Friends (43-55 group),2026-04-18T19:00:00-05:00,2026-04-18T21:00:00-05:00,eventbrite,Austin Speed Dating and Singles Events,https://www.eventbrite.com/o/austin-speed-dating-and-singles-events-110488818411,Join for a social singles mixer and make new friends!,https://www.eventbrite.com/e/austin-online-mixer-make-new-friends-43-55-group-tickets-1977432891008,"{'name': 'Online Event', 'address': 'Austin Online Event, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'max': 59.72, 'currency': 'USD', 'raw': 'USD 0 - 59.72'}"
100% BACHATA PARTY + OPEN CLASS MARCH 21st,2026-04-18T22:00:00-05:00,2026-04-19T02:30:00-05:00,eventbrite,Be-Bachata Dance Academy,https://www.eventbrite.com/o/be-bachata-dance-academy-106710443641,New to dance? No worries! Join us @ Blue Moon Dance Co for a fun bachata class + party! All levels welcome $15 online- $20 AT DOOR,https://www.eventbrite.com/e/100-bachata-party-open-class-march-21st-tickets-1557323599809,"{'name': 'Blue Moon Dance Co.', 'address': '3005 South Lamar Boulevard, #110-A, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 17.85, 'max': 23.18, 'currency': 'USD', 'raw': 'USD 17.85 - 23.18'}"
PMP® Exam Prep Certification Training (Austin) - 2 Weekends (Sat - Sun),2026-04-19T08:00:00-05:00,2026-04-19T17:00:00-05:00,eventbrite,Canstead Learning,https://www.eventbrite.com/o/canstead-learning-115402162741,"4-Day PMP® Exam Prep: 35 PDUs, PMI®-Authorized training with 250+ practice questions. Join Live Virtual or In-Person.",https://www.eventbrite.com/e/pmp-exam-prep-certification-training-austin-2-weekends-sat-sun-tickets-1981467232833,"{'name': '316 W 12th St', 'address': '316 West 12th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1095.6, 'currency': 'USD', 'raw': 'USD 1095.6'}"
Allilon Cutting - 1 Day,2026-04-19T10:00:00-05:00,2026-04-19T17:00:00-05:00,eventbrite,Modern Salon Services,https://www.eventbrite.com/o/modern-salon-services-120794389949,"Take your next step with Allilon. “Get Focused” is a one-day, hands-on course dedicated to mastering a single haircut from start to finish.",https://www.eventbrite.com/e/allilon-cutting-1-day-tickets-1982790353322,"{'name': 'Alchemist Society', 'address': '215 South Lamar Boulevard, #ste a, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1015, 'currency': 'USD', 'raw': 'USD 1015'}"
5k Beer Run x Pinthouse - Burnet | '25-'26 Texas Brewery Running Series,2026-04-19T11:00:00-05:00,,eventbrite,Texas Brewery Running Series®,https://www.eventbrite.com/o/texas-brewery-running-series-18364109178,"Join us for 5k Fun Run event at Pinthouse Pizza. Run, walk or jog a 5k course, then celebrate at the finish line! 4/19/25",https://www.eventbrite.com/e/5k-beer-run-x-pinthouse-burnet-25-26-texas-brewery-running-series-tickets-1451147564429,"{'name': 'Pinthouse Pizza', 'address': '4729 Burnet Road, Austin, TX 78756', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'max': 65.74, 'currency': 'USD', 'raw': 'USD 0 - 65.74'}"
4th Annual Texas Mushroom Conference,2026-04-19T11:00:00-05:00,2026-04-19T18:00:00-05:00,eventbrite,Myceliumatters,https://www.eventbrite.com/o/myceliumatters-48607486193,"Explore fungi at the 4th Annual Texas Mushroom Conference! Family-friendly fun, food, workshops and fungi trivia giveaways!",https://www.eventbrite.com/e/4th-annual-texas-mushroom-conference-tickets-1978634918304,"{'name': 'Etter-Harbin Alumni Center', 'address': '2110 San Jacinto Boulevard, Austin, TX 78712', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 12.51, 'max': 161.9, 'currency': 'USD', 'raw': 'USD 12.51 - 161.9'}"
Urban Culinary Adventure in Austin - Food Tour in Austin | Cozymeal™,2026-04-19T12:00:00-05:00,2026-04-19T15:00:00-05:00,eventbrite,Cozymeal,https://www.eventbrite.com/o/cozymeal-46046403233,,https://www.eventbrite.com/e/urban-culinary-adventure-in-austin-food-tour-in-austin-cozymealtm-tickets-1980904116537,"{'name': 'Location provided after booking', 'address': 'Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 101.99, 'currency': 'USD', 'raw': 'USD 101.99'}"
Austin Bachelorette Party & Bachelor Party Bar Crawl-Bach Bar Crawl Austin,2026-04-19T12:00:00-05:00,2026-04-19T22:00:00-05:00,eventbrite,Bach Bar Bar Crawl,https://www.eventbrite.com/o/bach-bar-bar-crawl-83313116853,"Get set to kick off your Austin Bachelorette Party bash, Bachelor Party Bach, Girls' night out, or Guys' night out with the Bach Bar Craw.",https://www.eventbrite.com/e/austin-bachelorette-party-bachelor-party-bar-crawl-bach-bar-crawl-austin-tickets-1297158027579,"{'name': ""Maggie Mae's"", 'address': '323 East 6th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 15.85, 'max': 29.71, 'currency': 'USD', 'raw': 'USD 15.85 - 29.71'}"
Somatic Release Breathwork,2026-04-19T12:00:00-05:00,2026-04-19T13:15:00-05:00,eventbrite,Lizard Yoga,https://www.eventbrite.com/o/lizard-yoga-55875025333,Join us for an active breathwork journey with a guided playlist. Expect 25 minutes of active breath and 20 minutes of calm integration.,https://www.eventbrite.com/e/somatic-release-breathwork-tickets-1975133592745,"{'name': 'Lizard Yoga, Menchaca Rd, Austin, TX, USA', 'address': '2919 Menchaca Road, ## 104, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 30.87, 'currency': 'USD', 'raw': 'USD 30.87'}"
THE HEALTHY HAIR BOOTCAMP,2026-04-19T13:00:00-05:00,2026-04-19T16:00:00-05:00,eventbrite,Shandi Nichelle,https://www.eventbrite.com/o/shandi-nichelle-70570377733,Hands-on hair workshop + Power Gloss treatment. Learn to style your own hair with pro guidance from Shandi Nichelle.,https://www.eventbrite.com/e/the-healthy-hair-bootcamp-registration-1939077917249,"{'name': 'ROAR', 'address': '43 Rainey Street, #UNIT 104, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 150.47, 'currency': 'USD', 'raw': 'USD 150.47'}"
Dungeons & Drafthouse @ The Highball - Pixel Saga,2026-04-19T14:00:00-05:00,2026-04-19T18:00:00-05:00,eventbrite,The Highball @ Alamo Drafthouse South Lamar,https://www.eventbrite.com/o/the-highball-alamo-drafthouse-south-lamar-108626674011,"Perfect for first time players and D&D veterans alike, join us each month for new one shot adventures led by professional Dungeon Masters.",https://www.eventbrite.com/e/dungeons-drafthouse-the-highball-pixel-saga-tickets-1983034726248,"{'name': 'The Highball', 'address': '1120 South Lamar Boulevard, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 33.42, 'currency': 'USD', 'raw': 'USD 33.42'}"
April Cocktail Class-  Head in the Clouds,2026-04-19T14:00:00-05:00,2026-04-19T16:00:00-05:00,eventbrite,The VORTEX Repertory Company,https://www.eventbrite.com/o/the-vortex-repertory-company-20020442918,Smoke. Cocktails. Munchies. What's more to love? Join our April cocktail class to learn the importance and technique of smoke in mixology.,https://www.eventbrite.com/e/april-cocktail-class-head-in-the-clouds-tickets-1982253753337,"{'name': 'The Butterfly Bar @ The VORTEX', 'address': '2307 Manor Road, Austin, TX 78722', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 59.75, 'max': 105.96, 'currency': 'USD', 'raw': 'USD 59.75 - 105.96'}"
Intro Mosaic Workshop | Create unique art in the heart of East Austin,2026-04-19T14:00:00-05:00,2026-04-19T17:00:00-05:00,eventbrite,J Muzacz,https://www.eventbrite.com/o/j-muzacz-47844180193,"Create a beautiful mosaic and experience the art, history, and culture of East Austin. All ages, abilities, and skill levels are welcome!",https://www.eventbrite.com/e/intro-mosaic-workshop-create-unique-art-in-the-heart-of-east-austin-tickets-1984150323028,"{'name': 'The Mosaic Workshop', 'address': '729 Airport Boulevard, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 81.19, 'currency': 'USD', 'raw': 'USD 81.19'}"
Beginners Pottery Private Class - 1-4 people,2026-04-19T14:00:00-05:00,2026-04-19T16:30:00-05:00,eventbrite,The Corch Art Studio,https://www.eventbrite.com/o/the-corch-art-studio-120766283572,"Get your hands dirty and have fun shaping clay in a chill private pottery session for you, your date or your crew.",https://www.eventbrite.com/e/beginners-pottery-private-class-1-4-people-tickets-1984160961849,"{'name': '6605 Greensboro Dr', 'address': '6605 Greensboro Drive, Austin, TX 78723', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 71.3, 'currency': 'USD', 'raw': 'USD 71.3'}"
Drag Bingo Austin - Ultimate Drag Queen Bingo & Drag Show in Austin,2026-04-19T13:30:00-06:00,2026-04-19T15:00:00-06:00,eventbrite,Drag Bingo USA,https://www.eventbrite.com/o/drag-bingo-usa-60684316353,Drag Bingo Austin - The Ultimate Drag Queen Bingo & Drag Queen Show in Austin,https://www.eventbrite.com/e/drag-bingo-austin-ultimate-drag-queen-bingo-drag-show-in-austin-tickets-1317506570619,"{'name': 'Drag Bingo Austin', 'address': '222 E 6th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 36.64, 'currency': 'USD', 'raw': 'USD 36.64'}"
Drag Queen Sip and Paint Austin The Drag Queen Paint experience,2026-04-19T16:00:00-05:00,2026-04-19T17:30:00-05:00,eventbrite,Drag Queen Sip and Paint,https://www.eventbrite.com/o/drag-queen-sip-and-paint-93322042303,"Drag Queen Sip N Paint by Sip and Paint USA Welcome to Drag Queen Sip N Paint, a fabulous experience brought to you by Sip and Paint USA",https://www.eventbrite.com/e/drag-queen-sip-and-paint-austin-the-drag-queen-paint-experience-tickets-1042038594487,"{'name': 'The Venue ATX - Austin Live Music & Event Venue', 'address': '516 East 6th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 48.19, 'max': 1388.11, 'currency': 'USD', 'raw': 'USD 48.19 - 1388.11'}"
Foodies + New Friends: Austin | Dinner + An Activity,2026-04-19T16:00:00-05:00,2026-04-19T22:00:00-05:00,eventbrite,Ermantourage Europe & US,https://www.eventbrite.com/o/ermantourage-europe-us-106360350021,"Life can be lonely, especially when you’re always on the grind! Take the opportunity to meet others over dinner and a curated activity.",https://www.eventbrite.com/e/foodies-new-friends-austin-dinner-an-activity-tickets-1979528223203,"{'name': 'Restaurant of the Week', 'address': 'Congress Avenue, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 55.2, 'currency': 'USD', 'raw': 'USD 55.2'}"
✨ Austin Speed Dating | Ages 32-46 | Fancy a Go?,2026-04-19T18:00:00-05:00,2026-04-19T20:00:00-05:00,eventbrite,Relish Dating,https://www.eventbrite.com/o/relish-dating-39226687063,"Experience Austin's most sophisticated speed-dating night — no loud bars, no name tags, no awkward setups.",https://www.eventbrite.com/e/austin-speed-dating-ages-32-46-fancy-a-go-tickets-1984364613978,"{'name': 'Azul Rooftop', 'address': '310 East 5th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 37, 'max': 40.25, 'currency': 'USD', 'raw': 'USD 37 - 40.25'}"
Relish | Ages 32-46 | Austin's Elevated Dating Experience,2026-04-19T18:00:00-05:00,2026-04-19T20:00:00-05:00,eventbrite,Relish Dating,https://www.eventbrite.com/o/relish-dating-39226687063,Meet 8–12 accomplished Austin singles in one refined evening of speed dating and conversation.,https://www.eventbrite.com/e/relish-ages-32-46-austins-elevated-dating-experience-tickets-1984365816575,"{'name': 'Azul Rooftop', 'address': '310 East 5th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 37, 'max': 40.25, 'currency': 'USD', 'raw': 'USD 37 - 40.25'}"
100 Cities Project: Austin | Dinner with New Friends,2026-04-19T19:00:00-05:00,2026-04-19T22:00:00-05:00,eventbrite,Ermantourage Europe & US,https://www.eventbrite.com/o/ermantourage-europe-us-106360350021,Life can be lonely when you’re always working on your passion. Take the opportunity to meet other locals over dinner!,https://www.eventbrite.com/e/100-cities-project-austin-dinner-with-new-friends-tickets-1824636269199,"{'name': 'Restaurant of the Week', 'address': 'Austin, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 55.2, 'currency': 'USD', 'raw': 'USD 55.2'}"
Somatic Healing: ONLINE Breathwork for Spiritual Growth & Transformation,2026-04-19T19:30:00-05:00,2026-04-19T21:00:00-05:00,eventbrite,Adrienne Rivera | Breath of Gold,https://www.eventbrite.com/o/adrienne-rivera-breath-of-gold-95785416053,"Join us for an online Circular Connected Breathwork session to release trauma, calm the nervous system, and restore inner peace.",https://www.eventbrite.com/e/somatic-healing-online-breathwork-for-spiritual-growth-transformation-tickets-1278998832939,"{'name': 'Austin', 'address': '-, -, Austin, TX 0000', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 19, 'currency': 'USD', 'raw': 'USD 19'}"
"Quality Management Strategies for Hospitality: 1 Day Course in Austin, TX",2026-04-20T09:00:00-05:00,2026-04-20T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"See how hospitality teams deliver reliable quality, create great guest experiences, and manage smooth daily operations",https://www.eventbrite.sg/e/quality-management-strategies-for-hospitality-1-day-course-in-austin-tx-tickets-1977862053645,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street  #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 586.79, 'max': 764.15, 'currency': 'USD', 'raw': 'USD 586.79 - 764.15'}"
"Mindset & Time Mastery: 1 Day Teen Success Workshop in Austin, TX",2026-04-20T09:00:00-05:00,2026-04-20T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"A mindset and productivity workshop teaching teens how to plan better, think positively and handle challenges with confidence.",https://www.eventbrite.sg/e/mindset-time-mastery-1-day-teen-success-workshop-in-austin-tx-tickets-1978376783215,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street  #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 556.48, 'max': 730.47, 'currency': 'USD', 'raw': 'USD 556.48 - 730.47'}"
"Competitive Intelligence for Leaders: 1 Day Training in Austin, TX",2026-04-20T09:00:00-05:00,2026-04-20T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Dive into digital behaviour analysis and uncover powerful insights that help you design, market, and perform smarter online.",https://www.eventbrite.sg/e/competitive-intelligence-for-leaders-1-day-training-in-austin-tx-tickets-1972958928265,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 557.61, 'max': 731.6, 'currency': 'USD', 'raw': 'USD 557.61 - 731.6'}"
"Intro to HTML, CSS & JS: Hands-On 1 Day Course in Austin, TX",2026-04-20T09:00:00-05:00,2026-04-20T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Kickstart your web dev journey! Learn HTML, CSS & JavaScript and build responsive, dynamic websites from scratch. No experience needed!",https://www.eventbrite.sg/e/intro-to-html-css-js-hands-on-1-day-course-in-austin-tx-tickets-1974963251249,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 556.48, 'max': 730.47, 'currency': 'USD', 'raw': 'USD 556.48 - 730.47'}"
"Thinking Better, Deciding Smarter – 2 Day Workshop in Austin, TX",2026-04-20T09:00:00-05:00,2026-04-20T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"A highly interactive two-day workshop on creative problem solving and decision making using practical tools, techniques, and case studies.",https://www.eventbrite.sg/e/thinking-better-deciding-smarter-2-day-workshop-in-austin-tx-tickets-1983509220473,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1212.05, 'max': 1571.27, 'currency': 'USD', 'raw': 'USD 1212.05 - 1571.27'}"
"Workplace Communication for Beginners: 1 Day Training in Austin, TX",2026-04-20T09:00:00-05:00,2026-04-20T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Learn workplace communication basics including email writing, tone, clarity, presentations, active listening, and team communication skills.",https://www.eventbrite.sg/e/workplace-communication-for-beginners-1-day-training-in-austin-tx-tickets-1977860005519,"{'name': 'Regus', 'address': '2021 Guadalupe Street Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 496.99, 'max': 664.24, 'currency': 'USD', 'raw': 'USD 496.99 - 664.24'}"
Austin Tourism Insider (ATI) Training Program,2026-04-20T09:00:00-05:00,2026-04-20T15:00:00-05:00,eventbrite,Visit Austin Foundation,https://www.eventbrite.com/o/visit-austin-foundation-29115559169,Destination Insights Course for the Austin Hospitality and Tourism Community,https://www.eventbrite.com/e/austin-tourism-insider-ati-training-program-tickets-1977924612761,"{'name': 'Visit Austin', 'address': '111 Congress Avenue, Suite 700, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 175.26, 'currency': 'USD', 'raw': 'USD 175.26'}"
Allilon Cutting - 1 Day,2026-04-20T10:00:00-05:00,2026-04-20T17:00:00-05:00,eventbrite,Modern Salon Services,https://www.eventbrite.com/o/modern-salon-services-120794389949,"Take your next step with Allilon. “Get Focused” is a one-day, hands-on course dedicated to mastering a single haircut from start to finish.",https://www.eventbrite.com/e/allilon-cutting-1-day-tickets-1982979265363,"{'name': 'Alchemist Society', 'address': '215 South Lamar Boulevard, #ste a, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1015, 'currency': 'USD', 'raw': 'USD 1015'}"
Discover Austin's Colorful Food Scene - Food Tour in Austin | Cozymeal™,2026-04-20T11:00:00-05:00,2026-04-20T14:00:00-05:00,eventbrite,Cozymeal,https://www.eventbrite.com/o/cozymeal-46046403233,,https://www.eventbrite.com/e/discover-austins-colorful-food-scene-food-tour-in-austin-cozymealtm-tickets-1981040805377,"{'name': 'Location provided after booking', 'address': 'Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 151.02, 'currency': 'USD', 'raw': 'USD 151.02'}"
Keep Austin Weird Scavenger Hunt,2026-04-20T11:00:00-05:00,,eventbrite,"Kat Nelson, Owner of Alley Kat Adventures",https://www.eventbrite.com/o/kat-nelson-owner-of-alley-kat-adventures-27153393487,Adventurous Austin Scavenger Hunt,https://www.eventbrite.com/e/keep-austin-weird-scavenger-hunt-tickets-1693424501269,"{'name': '5300 N Capital of Texas Hwy', 'address': '5300 North Capital of Texas Highway, Austin, TX 78730', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 23.18, 'currency': 'USD', 'raw': 'USD 23.18'}"
Functional Embroidery: Visible Mending Workshop,2026-04-20T18:00:00-05:00,2026-04-20T20:00:00-05:00,eventbrite,Make at Rosie,https://www.eventbrite.com/o/make-at-rosie-79283566073,Learn functional and creative mending techniques to turn your old clothes into unique pieces of wearable art.,https://www.eventbrite.com/e/functional-embroidery-visible-mending-workshop-tickets-1984142217785,"{'name': 'Make at Rosie - Community Makerspace, Burnet Road, Austin, TX, USA', 'address': '8711 Burnet Road, B30, Austin, TX 78757', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 19.32, 'max': 30.87, 'currency': 'USD', 'raw': 'USD 19.32 - 30.87'}"
Intro Mosaic Workshop | Create unique art in the heart of East Austin,2026-04-20T18:00:00-05:00,2026-04-20T21:00:00-05:00,eventbrite,J Muzacz,https://www.eventbrite.com/o/j-muzacz-47844180193,"Create a beautiful mosaic and experience the art, history, and culture of East Austin. All ages, abilities, and skill levels are welcome!",https://www.eventbrite.com/e/intro-mosaic-workshop-create-unique-art-in-the-heart-of-east-austin-tickets-1981454126632,"{'name': 'The Mosaic Workshop', 'address': '729 Airport Boulevard, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 81.19, 'currency': 'USD', 'raw': 'USD 81.19'}"
Breadmaking Class at Lazarus Brewing Austin,2026-04-20T18:30:00-05:00,2026-04-20T20:00:00-05:00,eventbrite,Grainbakers Breadmaking Classes,https://www.eventbrite.com/o/grainbakers-breadmaking-classes-34466532608,"Bring your squad for a 90-minute Grainbakers workshop. Make bread, drink beer, and dance a little.",https://www.eventbrite.com/e/breadmaking-class-at-lazarus-brewing-austin-tickets-1983533748838,"{'name': 'Lazarus Brewing Co. East 6th', 'address': '1902 East 6th Street, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 73.04, 'currency': 'USD', 'raw': 'USD 73.04'}"
BookPeople Presents: Rainbow Rowell - Cherry Baby,2026-04-20T19:00:00-05:00,,eventbrite,BookPeople,https://www.eventbrite.com/o/bookpeople-17675610187,BookPeople welcomes Rainbow Rowell to celebrate the release of Cherry Baby.,https://www.eventbrite.com/e/bookpeople-presents-rainbow-rowell-cherry-baby-tickets-1980589839526,"{'name': 'BookPeople', 'address': '603 North Lamar Boulevard, Austin, TX 78703', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 35.17, 'currency': 'USD', 'raw': 'USD 35.17'}"
Tease & Tempt April 20,2026-04-20T19:00:00-05:00,2026-04-20T20:30:00-05:00,eventbrite,Shondi LaShell,https://www.eventbrite.com/o/shondi-lashell-114713425091,Indulge in an evening of Embodied Movement and Burlesque Choregraphy with Mx Lady LaShell,https://www.eventbrite.com/e/tease-tempt-april-20-tickets-1986492759318,"{'name': 'Studio 103', 'address': '3435 Greystone Drive, #Suite 103, Austin, TX 78731', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 30, 'currency': 'USD', 'raw': 'USD 30'}"
Trigger Point Yin,2026-04-20T19:30:00-05:00,2026-04-20T21:00:00-05:00,eventbrite,Lizard Yoga,https://www.eventbrite.com/o/lizard-yoga-55875025333,"Trigger Point Yin blends breathwork, passive stretches, and therapy balls to release deep tension.",https://www.eventbrite.com/e/trigger-point-yin-tickets-1975136386100,"{'name': 'Lizard Yoga, Menchaca Rd, Austin, TX, USA', 'address': '2919 Menchaca Road, ## 104, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 30.87, 'currency': 'USD', 'raw': 'USD 30.87'}"
Lonelyland,2026-04-20T20:30:00-05:00,2026-04-20T22:00:00-05:00,eventbrite,Saxon Pub,https://www.eventbrite.com/o/saxon-pub-17845361184,Bob Schneider's Lonelyland,https://www.eventbrite.com/e/lonelyland-tickets-1983822628886,"{'name': 'Saxon Pub 2025', 'address': '1320 S Lamar, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 19.43, 'max': 31.12, 'currency': 'USD', 'raw': 'USD 19.43 - 31.12'}"
"Lean Six Sigma Green Belt (LSSGB) Certification Training in Austin, TX",2026-04-21T09:00:00-05:00,2026-04-24T17:00:00-05:00,eventbrite,Simplykart Inc,https://www.eventbrite.com/o/simplykart-inc-20006265365,Lean Six Sigma Green Belt( LSSGB ) Certification 4 Days Classroom Training,https://www.eventbrite.com/e/lean-six-sigma-green-belt-lssgb-certification-training-in-austin-tx-tickets-723235927127,"{'name': 'Austin, TX', 'address': 'Regus Business Center, Austin, TX, TX 73301', 'city': 'Austin, TX', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1684.64, 'currency': 'USD', 'raw': 'USD 1684.64'}"
"CAPM Certification 4 Days Classroom Training in Austin, TX",2026-04-21T09:00:00-05:00,2026-04-24T17:00:00-05:00,eventbrite,Simplykart Inc,https://www.eventbrite.com/o/simplykart-inc-20006265365,CAPM Certification 4 Days Classroom Training,https://www.eventbrite.com/e/capm-certification-4-days-classroom-training-in-austin-tx-tickets-567075135997,"{'name': 'Austin, TX', 'address': 'Regus Business Center, Austin, TX, TX 73301', 'city': 'Austin, TX', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1796.9, 'currency': 'USD', 'raw': 'USD 1796.9'}"
"PMP Certification 4 Days Classroom Training in Austin, TX",2026-04-21T09:00:00-05:00,2026-04-24T17:00:00-05:00,eventbrite,Simplykart Inc,https://www.eventbrite.com/o/simplykart-inc-20006265365,PMP Certification 4 Days Classroom Training,https://www.eventbrite.com/e/pmp-certification-4-days-classroom-training-in-austin-tx-tickets-597455113327,"{'name': 'Austin, TX', 'address': 'Regus Business Center, Austin, TX, TX 73301', 'city': 'Austin, TX', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1796.9, 'currency': 'USD', 'raw': 'USD 1796.9'}"
"Empower Psychological Safety & Self Confidence – 1 Day Course, Austin, TX",2026-04-21T09:00:00-05:00,2026-04-21T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Create safe, confident team environments where people speak up, share ideas, and take meaningful risks that improve performance.",https://www.eventbrite.sg/e/empower-psychological-safety-self-confidence-1-day-course-austin-tx-tickets-1975967407708,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 553.11, 'max': 725.99, 'currency': 'USD', 'raw': 'USD 553.11 - 725.99'}"
